年,生产厂家,新编码,新名称,新规格型号,客户名称,销售数量,销售含税总价,采购含税总价,采购含税单价,销售含税单价,返利金额,总毛利,大类,地区,毛利率
2019年,乐普(北京)医疗器械股份有限公司,10667793,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×24mm,会泽县人民医院,1,11499.98,4462,4462,11499.98,,7037.98,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667793,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×24mm,昆明市延安医院,3,30844,13386,4462,10281.33,,17458,支架,云南,56.60%
2019年,乐普(北京)医疗器械股份有限公司,10667793,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×24mm,普洱市人民医院,1,11607.67,4462,4462,11607.67,,7145.67,支架,云南,61.56%
2019年,乐普(北京)医疗器械股份有限公司,10667793,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×24mm,曲靖市第一人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667794,血管内无载体含药(雷帕霉素)洗脱支架系统,3.5mm×21mm,昆明市延安医院,7,80700,31234,4462,11528.57,,49466,支架,云南,61.30%
2019年,乐普(北京)医疗器械股份有限公司,10667795,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×12mm,德宏州人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667795,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×12mm,昆明市延安医院,2,22600,8924,4462,11300,,13676,支架,云南,60.51%
2019年,乐普(北京)医疗器械股份有限公司,10667795,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×12mm,昆明医科大学第一附属医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667796,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×21mm,昆明市延安医院,7,79100,31234,4462,11300,,47866,支架,云南,60.51%
2019年,乐普(北京)医疗器械股份有限公司,10667797,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×29mm,德宏州人民医院,2,22500,8924,4462,11250,,13576,支架,云南,60.34%
2019年,乐普(北京)医疗器械股份有限公司,10667797,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×29mm,昆明市延安医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667797,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×29mm,昆明医科大学第二附属医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667797,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×29mm,昆明医科大学第一附属医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667797,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×29mm,普洱市人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667797,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×29mm,曲靖市第二人民医院,2,22200,8924,4462,11100,,13276,支架,云南,59.80%
2019年,乐普(北京)医疗器械股份有限公司,10667797,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×29mm,曲靖市第一人民医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667798,血管内无载体含药(雷帕霉素)洗脱支架系统,3.0mm×12mm,德宏州人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667798,血管内无载体含药(雷帕霉素)洗脱支架系统,3.0mm×12mm,昆明市第一人民医院,1,11100,4462,4462,11100,,6638,支架,云南,59.80%
2019年,乐普(北京)医疗器械股份有限公司,10667798,血管内无载体含药(雷帕霉素)洗脱支架系统,3.0mm×12mm,昆明市延安医院,2,22600,8924,4462,11300,,13676,支架,云南,60.51%
2019年,乐普(北京)医疗器械股份有限公司,10667798,血管内无载体含药(雷帕霉素)洗脱支架系统,3.0mm×12mm,昆明医科大学第一附属医院,5,53012,22310,4462,10602.4,,30702,支架,云南,57.92%
2019年,乐普(北京)医疗器械股份有限公司,10667798,血管内无载体含药(雷帕霉素)洗脱支架系统,3.0mm×12mm,昆明医科大学第一附属医院呈贡医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667798,血管内无载体含药(雷帕霉素)洗脱支架系统,3.0mm×12mm,普洱市人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667800,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×21mm,昆明市延安医院,1,11100,4462,4462,11100,,6638,支架,云南,59.80%
2019年,乐普(北京)医疗器械股份有限公司,10667801,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×12mm,德宏州人民医院,2,22500,8924,4462,11250,,13576,支架,云南,60.34%
2019年,乐普(北京)医疗器械股份有限公司,10667801,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×12mm,昆明市延安医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667801,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×12mm,昆明医科大学第一附属医院,5,57500,22310,4462,11500,,35190,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667801,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×12mm,普洱市人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,10667801,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×12mm,曲靖市第二人民医院,1,11100,4462,4462,11100,,6638,支架,云南,59.80%
2019年,乐普(北京)医疗器械股份有限公司,10667801,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×12mm,曲靖市第一人民医院,4,22999,17848,4462,5749.75,,5151,支架,云南,22.40%
2019年,乐普(北京)医疗器械股份有限公司,10966090,钴基合金雷帕霉素洗脱支架系统,LPRPC3033,大理白族自治州人民医院,11,85789,30558,2778,7799,,55231,支架,云南,64.38%
2019年,乐普(北京)医疗器械股份有限公司,10966090,钴基合金雷帕霉素洗脱支架系统,LPRPC3033,大理市第二人民医院,1,8640,2778,2778,8640,,5862,支架,云南,67.85%
2019年,乐普(北京)医疗器械股份有限公司,10966090,钴基合金雷帕霉素洗脱支架系统,LPRPC3033,昆明市延安医院,21,180945,58338,2778,8616.43,,122607,支架,云南,67.76%
2019年,乐普(北京)医疗器械股份有限公司,10966090,钴基合金雷帕霉素洗脱支架系统,LPRPC3033,曲靖市第一人民医院,23,194268.93,63894,2778,8446.48,,130374.93,支架,云南,67.11%
2019年,乐普(北京)医疗器械股份有限公司,10966090,钴基合金雷帕霉素洗脱支架系统,LPRPC3033,玉溪市人民医院,19,147440,52782,2778,7760,,94658,支架,云南,64.20%
2019年,乐普(北京)医疗器械股份有限公司,10966109,钴基合金雷帕霉素洗脱支架系统,LPRPC3533,大理白族自治州人民医院,10,77990,27780,2778,7799,,50210,支架,云南,64.38%
2019年,乐普(北京)医疗器械股份有限公司,10966109,钴基合金雷帕霉素洗脱支架系统,LPRPC3533,大理市第二人民医院,1,8640,2778,2778,8640,,5862,支架,云南,67.85%
2019年,乐普(北京)医疗器械股份有限公司,10966109,钴基合金雷帕霉素洗脱支架系统,LPRPC3533,凤庆县人民医院,0,0,0,2778,#DIV/0!,,0,支架,云南,#DIV/0!
2019年,乐普(北京)医疗器械股份有限公司,10966109,钴基合金雷帕霉素洗脱支架系统,LPRPC3533,昆明市第一人民医院,1,8640,2778,2778,8640,,5862,支架,云南,67.85%
2019年,乐普(北京)医疗器械股份有限公司,10966109,钴基合金雷帕霉素洗脱支架系统,LPRPC3533,昆明市延安医院,11,94792,30558,2778,8617.45,,64234,支架,云南,67.76%
2019年,乐普(北京)医疗器械股份有限公司,10966109,钴基合金雷帕霉素洗脱支架系统,LPRPC3533,曲靖市第一人民医院,8,67200,22224,2778,8400,,44976,支架,云南,66.93%
2019年,乐普(北京)医疗器械股份有限公司,10966109,钴基合金雷帕霉素洗脱支架系统,LPRPC3533,玉溪市人民医院,6,46560,16668,2778,7760,,29892,支架,云南,64.20%
2019年,乐普(北京)医疗器械股份有限公司,10966110,钴基合金雷帕霉素洗脱支架系统,LPRPC4033,昆明市延安医院,5,43037,13890,2778,8607.4,,29147,支架,云南,67.73%
2019年,乐普(北京)医疗器械股份有限公司,10966110,钴基合金雷帕霉素洗脱支架系统,LPRPC4033,曲靖市第一人民医院,5,42000,13890,2778,8400,,28110,支架,云南,66.93%
2019年,乐普(北京)医疗器械股份有限公司,10966110,钴基合金雷帕霉素洗脱支架系统,LPRPC4033,玉溪市人民医院,1,7760,2778,2778,7760,,4982,支架,云南,64.20%
2019年,乐普(北京)医疗器械股份有限公司,11320369,血管内无载体含药(雷帕霉素)洗脱支架系统,2.5mm×33mm,昆明市延安医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,11320370,血管内无载体含药(雷帕霉素)洗脱支架系统,2.75mm×33mm,昆明市延安医院,3,34500,13386,4462,11500,,21114,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,11320371,血管内无载体含药(雷帕霉素)洗脱支架系统,3.0mm×33mm,昆明市延安医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,11320371,血管内无载体含药(雷帕霉素)洗脱支架系统,3.0mm×33mm,昆明医科大学第一附属医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,11320373,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×15mm,德宏州人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,11320373,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×15mm,昆明市延安医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,11320373,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×15mm,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,11320375,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×36mm,昆明市延安医院,3,34500,13386,4462,11500,,21114,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,11320375,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×36mm,昆明医科大学第一附属医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,11320375,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×36mm,普洱市人民医院,2,23107.67,8924,4462,11553.84,,14183.67,支架,云南,61.38%
2019年,乐普(北京)医疗器械股份有限公司,11320375,血管内无载体含药(雷帕霉素)洗脱支架系统,4.0mm×36mm,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2019年,乐普(北京)医疗器械股份有限公司,11770993,生物可吸收冠状动脉雷帕霉素洗脱支架系统,LPS2724,昆明市延安医院,1,34800,16500,16500,34800,,18300,支架,云南,52.59%
2019年,乐普(北京)医疗器械股份有限公司,11770994,生物可吸收冠状动脉雷帕霉素洗脱支架系统,LPS3012,昆明市延安医院,0,0,0,16500,#DIV/0!,,0,支架,云南,#DIV/0!
2019年,乐普(北京)医疗器械股份有限公司,11770997,生物可吸收冠状动脉雷帕霉素洗脱支架系统,LPS3021,昆明市延安医院,1,34800,16500,16500,34800,,18300,支架,云南,52.59%
2019年,乐普(北京)医疗器械股份有限公司,11770999,生物可吸收冠状动脉雷帕霉素洗脱支架系统,LPS3024,昆明市延安医院,1,34800,16500,16500,34800,,18300,支架,云南,52.59%
2019年,乐普(北京)医疗器械股份有限公司,11771001,生物可吸收冠状动脉雷帕霉素洗脱支架系统,LPS3512,昆明市延安医院,-1,-34800,-16500,16500,34800,,-18300,支架,云南,52.59%
2019年,乐普(北京)医疗器械股份有限公司,11771005,生物可吸收冠状动脉雷帕霉素洗脱支架系统,LPS3518,昆明市延安医院,0,0,0,16500,#DIV/0!,,0,支架,云南,#DIV/0!
2019年,乐普(北京)医疗器械股份有限公司,11771012,生物可吸收冠状动脉雷帕霉素洗脱支架系统,LPS3524,昆明市延安医院,1,34800,16500,16500,34800,,18300,支架,云南,52.59%
2019年,山东吉威医疗制品有限公司,10078231,药物涂层支架系统(雷帕霉素),RDES-2518,陆良县人民医院,1,8000,1281,1281,8000,,6719,支架,云南,83.99%
2019年,山东吉威医疗制品有限公司,10078233,药物涂层支架系统(雷帕霉素),RDES-2528,陆良县人民医院,1,8000,1281,1281,8000,,6719,支架,云南,83.99%
2019年,山东吉威医疗制品有限公司,10345529,药物涂层支架系统(雷帕霉素),RDES-3024,陆良县人民医院,3,16100,8280,2760,5366.67,,7820,支架,云南,48.57%
2019年,山东吉威医疗制品有限公司,10423506,药物涂层支架系统(雷帕霉素),RDES-2533,陆良县人民医院,1,100,2760,2760,100,,-2660,支架,云南,-2660.00%
2019年,山东吉威医疗制品有限公司,10423507,药物涂层支架系统(雷帕霉素),RDES-2536,陆良县人民医院,1,8000,2760,2760,8000,,5240,支架,云南,65.50%
2019年,山东吉威医疗制品有限公司,10423513,药物涂层支架系统(雷帕霉素),RDES-2736,陆良县人民医院,2,200,5520,2760,100,,-5320,支架,云南,-2660.00%
2019年,山东吉威医疗制品有限公司,10423515,药物涂层支架系统(雷帕霉素),RDES-3018,陆良县人民医院,2,16000,5520,2760,8000,,10480,支架,云南,65.50%
2019年,山东吉威医疗制品有限公司,10423516,药物涂层支架系统(雷帕霉素),RDES-3028,陆良县人民医院,1,100,2760,2760,100,,-2660,支架,云南,-2660.00%
2019年,山东吉威医疗制品有限公司,10423517,药物涂层支架系统(雷帕霉素),RDES-3033,陆良县人民医院,1,100,2760,2760,100,,-2660,支架,云南,-2660.00%
2019年,山东吉威医疗制品有限公司,10423520,药物涂层支架系统(雷帕霉素),RDES-3518,陆良县人民医院,4,16200,11040,2760,4050,,5160,支架,云南,31.85%
2019年,山东吉威医疗制品有限公司,10423521,药物涂层支架系统(雷帕霉素),RDES-3524,陆良县人民医院,1,8000,2760,2760,8000,,5240,支架,云南,65.50%
2019年,山东吉威医疗制品有限公司,10423522,药物涂层支架系统(雷帕霉素),RDES-3528,陆良县人民医院,1,8000,2760,2760,8000,,5240,支架,云南,65.50%
2019年,山东吉威医疗制品有限公司,10423524,药物涂层支架系统(雷帕霉素),RDES-3536,陆良县人民医院,1,100,2760,2760,100,,-2660,支架,云南,-2660.00%
2019年,山东吉威医疗制品有限公司,10423528,药物涂层支架系统(雷帕霉素),RDES-4028,陆良县人民医院,1,100,2760,2760,100,,-2660,支架,云南,-2660.00%
2019年,山东吉威医疗制品有限公司,10423529,药物涂层支架系统(雷帕霉素),RDES-4033,陆良县人民医院,1,100,2760,2760,100,,-2660,支架,云南,-2660.00%
2019年,上海微创医疗器械(集团)有限公司,10667922,冠脉雷帕霉素靶向洗脱支架系统,RV3038,祥云县人民医院,16,214200,96000,6000,13387.5,,118200,支架,云南,55.18%
2019年,上海微创医疗器械(集团)有限公司,10667923,冠脉雷帕霉素靶向洗脱支架系统,RV3533,祥云县人民医院,5,64421.7,30000,6000,12884.34,,34421.7,支架,云南,53.43%
2019年,上海微创医疗器械(集团)有限公司,10667924,冠脉雷帕霉素靶向洗脱支架系统,RV3518,祥云县人民医院,5,66500,30000,6000,13300,,36500,支架,云南,54.89%
2019年,上海微创医疗器械(集团)有限公司,10667925,冠脉雷帕霉素靶向洗脱支架系统,RV3033,凤庆县人民医院,1,14000,6000,6000,14000,,8000,支架,云南,57.14%
2019年,上海微创医疗器械(集团)有限公司,10667925,冠脉雷帕霉素靶向洗脱支架系统,RV3033,祥云县人民医院,12,161000,72000,6000,13416.67,,89000,支架,云南,55.28%
2019年,上海微创医疗器械(集团)有限公司,10667926,冠脉雷帕霉素靶向洗脱支架系统,RV2213,祥云县人民医院,2,26600,12000,6000,13300,,14600,支架,云南,54.89%
2019年,上海微创医疗器械(集团)有限公司,10667927,冠脉雷帕霉素靶向洗脱支架系统,RV2218,祥云县人民医院,1,13300,6000,6000,13300,,7300,支架,云南,54.89%
